X,Y,OBJECTID,SAP_FUNC_LOC,SAP_DESCRIPTION,SAP_INVENTORY_NUMBER,SAP_OBJECT_TYPE,Angle,FL_DESC,GlobalID
-2.348819871854829,51.382768578383107,5156,KA-120-007,"Bridge 188, Sydney Wharf Bridge",KA-12034,003,184.24041725,"KA-120-007 Bridge 188, Sydney Wharf Bridge",919625de-de83-4ebf-bb8b-1081f60306f5
-2.356295289628202,51.37704581029341,5157,KA-121-017,"Bridge 195, Widcombe Bridge",KA-12138,046,265.45182704,"KA-121-017 Bridge 195, Widcombe Bridge",825698e5-0e97-46a9-b0ec-42fc74f74261
-2.354953274865687,51.377204932207846,5158,KA-121-016,"Bridge 194, Dolmeads Bridge",KA-12126,002,269.86467402,"KA-121-016 Bridge 194, Dolmeads Bridge",5c492b0a-275d-4e8f-9d8e-aa5d68a1e96d
-2.449615064323279,51.40423457555697,5159,KA-130-001,"Bridge 210, Saltford Railway Bridge",KA-13019,129,220.08195822,"KA-130-001 Bridge 210, Saltford Railway Bridge",8b8d5d63-d76b-4b6c-a916-f2402911c9ca
-0.974401009446181,51.450436388799083,5160,KA-001-011,"Bridge 4, Idr Bridge",KA-00229,003,205.33206497,"KA-001-011 Bridge 4, Idr Bridge",1e429453-9630-444f-ab29-0d6e62850b73
-1.166397231740186,51.394329821102886,5161,KA-019-001,"Bridge 30, Wickham Knight",KA-01948,004,355.62151203,"KA-019-001 Bridge 30, Wickham Knight",12188d0b-ba91-4bef-981b-c19ffdd9f8e4
-1.197226047750243,51.392863797585996,5162,KA-021-003,"Bridge 35, Cranwells Swingbridge",KA-02197,002,258.24394375,"KA-021-003 Bridge 35, Cranwells Swingbridge",bd7e543c-dac1-463b-8273-ab9108683b1f
-1.224555521486795,51.393656158169037,5163,KA-023-011,"Bridge 39, Colthrop Pipe Bridge", ,077,269.53657938,"KA-023-011 Bridge 39, Colthrop Pipe Bridge",68fe4f92-7cc1-4688-89e4-37085571da36
-1.361600562667666,51.396962360176424,5164,KA-033-003,"Bridge 65, Pickletimber (Railway)",KA-03400,129,235.91431525,"KA-033-003 Bridge 65, Pickletimber (Railway)",a65579c5-5fc4-4ec4-8056-15189b21139e
-1.411283628594277,51.402792173407668,5165,KA-037-002,"Bridge 71, Dreweatts Bridge",KA-03762,002,280.47702874,"KA-037-002 Bridge 71, Dreweatts Bridge",df3c28f0-e35f-4501-98d8-a30bf95dd9f1
-1.459225474734344,51.402588502788191,5166,KA-040-003,"Bridge 78, Orchard Meadow",KA-04098,002,291.90662032,"KA-040-003 Bridge 78, Orchard Meadow",76464621-ffb0-4530-a6e6-79fef7f42cda
-1.583138727496313,51.392472466642857,5167,KA-050-003,"Bridge 93, Little Bedwyn Footbridge",KA-05100,004,305.0391786,"KA-050-003 Bridge 93, Little Bedwyn Footbridge",3ce436b5-bdeb-4630-97d6-9648b5425aab
-1.601558456920045,51.375728821831899,5168,KA-053-003,"Bridge 96, Church Lock Bridge",KA-05329,002,213.03570308,"KA-053-003 Bridge 96, Church Lock Bridge",4e252f55-25b7-4ce3-aec4-b1a0de4dc760
-1.775324573366991,51.348775933621965,5169,KA-067-010,"Bridge 114, Pewsey Wharf Bridge",KA-06736,003,279.96075356,"KA-067-010 Bridge 114, Pewsey Wharf Bridge",93890bf5-92a1-4785-9b10-c6a2adc84b35
-1.798998240765421,51.350566585892878,5170,KA-069-002,"Bridge 117, Wilcot Road Bridge",KA-06930,003,249.29880815,"KA-069-002 Bridge 117, Wilcot Road Bridge",a3bee7a9-dba5-4fc2-a363-e5e2f801ca31
-1.979852821185526,51.357883249350479,5171,KA-085-003,"Bridge 137, Brickham Bridge",KA-08529,002,222.65873696,"KA-085-003 Bridge 137, Brickham Bridge",43420b89-1058-45f0-a49e-1ba8d5a1e67f
-1.992357658299671,51.355179557314713,5172,KA-086-002,"Bridge 139, Park Road",KA-08638,002,280.59835897,"KA-086-002 Bridge 139, Park Road",b5d99ec6-3957-400b-8139-702ac4b2ef01
-2.018237548510006,51.352471101391984,5173,KA-088-007,"Bridge 143, Devizes Depot",KA-08820,002,267.61376735,"KA-088-007 Bridge 143, Devizes Depot",107f6ab0-dce6-4779-8620-d921e0571aef
-2.145429667330362,51.348175020796198,5174,KA-097-005,Bridge 160 Semington Road Bridge,KA-09737,003,281.02948975,KA-097-005 Bridge 160 Semington Road Bridge,7a4aef9c-0520-4a6e-8e1b-767a3531a88b
-2.490988421919328,51.418884149471083,5175,KA-136-006,"Bridge 213, White Hart Bridge",KA-13625,003,323.1826754,"KA-136-006 Bridge 213, White Hart Bridge",b3a3bba0-07cc-4f42-b9a9-8e24d85c726a
-1.844516814052894,51.347319274124573,5372,KA-072-007,Disused Bridge Abutment, ,117,337.91301024,KA-072-007 Disused Bridge Abutment,161e43df-4d02-497e-b958-9f7ab8a454fe
-0.975187160185615,51.440728401643199,5624,KA-002-002,"Bridge 7, Rose Kiln Lane Footbridge",KA-00260,004,295.41459623,"KA-002-002 Bridge 7, Rose Kiln Lane Footbridge",4f4c4d2f-95bc-4c51-9e28-38228708292c
-1.284569705457556,51.397060046868305,5625,KA-027-003,"Bridge 46, Bulls River Footbridge",KA-02823,004,215.33265516,"KA-027-003 Bridge 46, Bulls River Footbridge",8d0cbe06-3e01-4de7-bcdb-5654514c692d
-1.296277171874386,51.401130727778835,5626,KA-028-004,"Bridge 50, Ham Marsh Bridge",KA-02919,003,288.52554412,"KA-028-004 Bridge 50, Ham Marsh Bridge",65bda94a-f89b-4ce7-a0a0-9c24b6841029
-1.313930470375801,51.40269116565316,5627,KA-030-002,"Bridge 55, Greenham Weir Towpath Bridge",KA-03043,004,331.02618161,"KA-030-002 Bridge 55, Greenham Weir Towpath Bridge",f8e39469-0ea1-4c62-ab76-4757bf7e97b4
-2.155850533359628,51.346604036147134,5637,KA-098-003,Bridge 161 (Semington Swingbridge),KA-09817,002,271.96890211,KA-098-003 Bridge 161 (Semington Swingbridge),b280b321-2fb1-424b-85e1-10de0b8a7ee2
-2.30221164302601,51.376534394957829,5638,KA-114-002,"Bridge 179, Claverton Road Bridge",KA-11447,003,353.72148147,"KA-114-002 Bridge 179, Claverton Road Bridge",690152cd-33a1-4d00-a1f6-df3e0e6f7bb8
-2.314095571802273,51.392229166730594,5639,KA-117-002,"Bridge 182, Bathampton Swingbridge",KA-11664,002,194.66548542,"KA-117-002 Bridge 182, Bathampton Swingbridge",5fb69f73-56fa-40a1-8929-887adf81576f
-2.359608296158977,51.377487110234995,5640,KA-122-001,"Bridge 197, Southgate Footbridge",KA-12169,046,286.55680992,"KA-122-001 Bridge 197, Southgate Footbridge",9c76479e-d6c8-4743-8858-aedd59d21960
-2.373267840315748,51.38349084399772,5641,KA-123-001,"Bridge 201, Victoria Suspension Bridge",KA-12253,046,307.82431037,"KA-123-001 Bridge 201, Victoria Suspension Bridge",2d709eb6-33a2-4e59-822b-9a12a1e274fd
-2.405612763692077,51.387777657012897,5642,KA-125-003,"Bridge 207, Newbridge Railway",KA-12559,129,336.54014633,"KA-125-003 Bridge 207, Newbridge Railway",bb7037ff-efd9-404e-9a59-45523d515f6c
-1.053620746593332,51.433810592057434,5643,KA-009-001,"Bridge 18, M4",KA-00976,003,240.11187858,"KA-009-001 Bridge 18, M4",5f6efaa9-e113-425e-bd3c-5ae4493808bf
-1.100262454734477,51.418707163930037,5644,KA-013-006,"Bridge 23, Tyle Mill Swingbridge",KA-01366,003,228.17940979,"KA-013-006 Bridge 23, Tyle Mill Swingbridge",d09a5727-b61c-4953-b2c5-82e69d56bfff
-1.124310040480005,51.40851914261178,5645,KA-015-001,Bridge 26 Towney (Overhead),KA-01573,002,187.30133542,KA-015-001 Bridge 26 Towney (Overhead),accc561d-d438-4d60-ae6c-e0404ec4c477
-1.31989740837799,51.401888890862885,5646,KA-030-013,"Bridge 58, A339 Flyover",KA-03100,003,312.59428476,"KA-030-013 Bridge 58, A339 Flyover",3b64d631-3716-4bcf-ab41-3b0aa3d6eedf
-1.327922982279153,51.401026521915391,5647,KA-031-002,"Bridge 62, West Mills Swingbrdge",KA-03245,002,258.86503122,"KA-031-002 Bridge 62, West Mills Swingbrdge",dcc48576-b3fd-4ab9-9954-bd801ee4eabf
-1.521926536787898,51.416375201831642,5648,KA-045-005,"Bridge 85, Church Swingbridge",KA-04575,002,232.34926611,"KA-045-005 Bridge 85, Church Swingbridge",2726a2c5-f39a-416a-998f-667ee75a9fb4
-1.543534226356544,51.412321212389479,5649,KA-047-001,"Bridge 88, Hungerford Bridge",KA-04725,004,300.22435395,"KA-047-001 Bridge 88, Hungerford Bridge",c046bb77-2594-4fac-9f23-a38d2c48ebc0
-1.570786767473839,51.402732211568683,5650,KA-049-003,"Bridge 91, Oakhill Down Lock Bridge",KA-04959,002,218.65012459,"KA-049-003 Bridge 91, Oakhill Down Lock Bridge",aa080019-87cc-4104-8a2f-fdc645dc0bf1
-1.697118847326034,51.369598170927766,5651,KA-061-002,Bridge 105 Cadley Lock Bridge,KA-06126,002,268.31520113,KA-061-002 Bridge 105 Cadley Lock Bridge,e713a164-a0d9-4551-8667-f0a58e9a7073
-1.711692368893885,51.367280536225884,5652,KA-062-002,"Bridge 107, Heathy Close Lock Bridge",KA-06228,002,240.00348067,"KA-062-002 Bridge 107, Heathy Close Lock Bridge",3ec0b66a-e631-4e5c-8bdf-9c6219d643e1
-1.737061247963282,51.357724321126668,5653,KA-064-001,"Bridge 111, New Mill Bridge",KA-06437,003,242.50167678,"KA-064-001 Bridge 111, New Mill Bridge",01a1303a-b4b9-43bb-9132-83e709ca368e
-1.895978096881073,51.361424976536327,5654,KA-077-002,"Bridge 128, Woodway Bridge",KA-07717,002,279.62073134,"KA-077-002 Bridge 128, Woodway Bridge",b35ee14b-e7c8-40a8-a7a3-823bb76b9df9
-1.921817643751995,51.363596826614859,5655,KA-079-001,Bridge 131 Horton Fields Swingbridge,KA-07926,131,196.65259192,KA-079-001 Bridge 131 Horton Fields Swingbridge,4fb8f076-d330-4e47-a7c2-869550175507
-1.945237776034489,51.368109858356064,5656,KA-082-001,"Bridge 134, Horton Bridge",KA-08238,003,194.43893275,"KA-082-001 Bridge 134, Horton Bridge",91634d15-3238-4792-8716-87095f45245c
-2.086665487280846,51.353317349286193,5657,KA-093-002,"Bridge 151, Rusty Lane Swingbridge",KA-09302,002,252.38838443,"KA-093-002 Bridge 151, Rusty Lane Swingbridge",bd4f3e8c-811b-4b12-a15f-b673fce4b9b8
-2.116607646342548,51.34962263745679,5658,KA-095-001,"Bridge 155, Seend Park Swing Footbridge",KA-09523,004,306.56220101,"KA-095-001 Bridge 155, Seend Park Swing Footbridge",07c62df9-fd49-4161-9694-3d77453e2182
-1.139696285851731,51.400035720436584,5660,KA-017-004,Aldermaston Footbridge, ,046,263.29490625,KA-017-004 Aldermaston Footbridge,45e19f92-de8a-4c5a-809c-953d3e863ff1
-1.177183738141197,51.394560982150864,5665,KA-020-016,"Pipe Bridge, Woolhampton", ,077,287.76759116,"KA-020-016 Pipe Bridge, Woolhampton",a9d9994e-e9d2-40db-acd8-ea34ea2f9fbd
-2.407657465822638,51.389882918445146,5666,KA-126-005,"Bridge 208A, Bath Marina Footbridge", ,046,327.72851958,"KA-126-005 Bridge 208A, Bath Marina Footbridge",c2937b3e-3131-49e7-b3f9-3d0ea263ff14
-2.052093883758611,51.354000307786983,5858,KA-090-013,"Bridge 147, (Abutments Only)", ,117,263.06201048,"KA-090-013 Bridge 147, (Abutments Only)",d7214888-01d3-4618-ad03-aa4cb1c98e22
-1.192878326640935,51.393523087006137,4347,KA-021-001,"Bridge 34, Heales Lock Footbridge",KA-02165,004,347.58111665,"KA-021-001 Bridge 34, Heales Lock Footbridge",199f26ac-89bd-4173-9f40-30f1050468da
-1.246517070022253,51.392916440104607,4348,KA-025-001,"Bridge 43, Thatcham Footbridge",KA-02548,004,343.53587385,"KA-025-001 Bridge 43, Thatcham Footbridge",855406f8-ef49-44c6-b24d-7f70b7149d47
-1.296638904574658,51.401021458448149,4349,KA-028-005,"Bridge 51, Ham Marsh Footbridge",KA-02920,004,198.52554412,"KA-028-005 Bridge 51, Ham Marsh Footbridge",0ccf4ea8-bdd1-493d-93ba-d2e9ccb67ded
-2.203696224729981,51.338774049085281,4350,KA-102-006,"Bridge 166A, Hiperton Marina Entrance B", ,004,302.00929446,"KA-102-006 Bridge 166A, Hiperton Marina Entrance B",f8014ec2-e964-4f9d-bdae-05778345f6d5
-2.266192743986601,51.342043246327044,4361,KA-107-002,"Bridge 173A, Meadows Bridge",KA-10696B,046,225.11831097,"KA-107-002 Bridge 173A, Meadows Bridge",b46593b6-1c81-4d0b-a465-5183686a3440
-2.311571456770876,51.362211661641354,4362,KA-113-007,"Bridge 177, Dundas Overhead Bridge",KA-11267,004,269.63904922,"KA-113-007 Bridge 177, Dundas Overhead Bridge",cfc4c9af-7ea8-42b7-9a93-ab6b4619bcb9
-2.348998069759421,51.380277577184472,4363,KA-121-003,Bridge 189 Bath Top Lock Footbridge,KA-12062,046,355.52631437,KA-121-003 Bridge 189 Bath Top Lock Footbridge,1009f0fb-185b-428a-ab81-1f201c8fca8f
-2.369435885130181,51.380513261024625,4364,KA-122-004,"Bridge 199, Midland Bridge",KA-12245,003,331.54677938,"KA-122-004 Bridge 199, Midland Bridge",cdb84544-6345-44c5-9cd3-0bc844ade884
-2.381224433484528,51.384062808812104,4365,KA-123-003,"Bridge 203, Winsor Bridge",KA-12322,003,232.441411,"KA-123-003 Bridge 203, Winsor Bridge",3c9be791-385e-4a2f-8755-411454627244
-0.985926658646114,51.434377701863397,4366,KA-004-001,"Bridge 9, Fobney Waterworks Bridge",KA-00473,002,290.28358895,"KA-004-001 Bridge 9, Fobney Waterworks Bridge",efd253a9-d710-4d93-afec-cf3e09bb45e0
-1.021160819996024,51.431982858487707,4367,KA-006-007,"Bridge 14, Burghfield Road",KA-00734,003,290.78233312,"KA-006-007 Bridge 14, Burghfield Road",24b868ff-1aa7-4b2c-ba28-d8d933280eda
-1.070560897743531,51.42967591301683,4368,KA-010-004,"Bridge 19, Sheffield Swingbridge",KA-01112,003,209.85939712,"KA-010-004 Bridge 19, Sheffield Swingbridge",40c96cfe-9acc-4d66-82f4-ebc3f8c51cec
-1.284920131961693,51.397066948576629,4369,KA-027-004,"Bridge 47, Bulls Lock Bridge",KA-02825,046,305.33265516,"KA-027-004 Bridge 47, Bulls Lock Bridge",77e3c1b2-3ccd-4d4a-a9d4-14ec2cf6b6a7
-1.307731873929824,51.402737541039855,4370,KA-029-004,"Bridge 53, Whitehouse Footbridge",KA-03003,004,359.77684524,"KA-029-004 Bridge 53, Whitehouse Footbridge",468ddde7-835e-4953-8104-405b5c76f19c
-1.473878258252992,51.408813696947369,4371,KA-041-004,Bridge 80 (Railway),KA-04239,129,311.89158495,KA-041-004 Bridge 80 (Railway),8e70ca53-0dee-4afe-be4b-787e3e998ed0
-1.51445153044293,51.41657832812367,4372,KA-044-006,"Bridge 84, Hungerford Town Bridge",KA-04518,003,287.31647996,"KA-044-006 Bridge 84, Hungerford Town Bridge",b80cb7ad-c4b6-49e1-8a3d-8f7c1b2af4b4
-1.621943727134884,51.360770058676373,4373,KA-055-003,"Bridge 100, Crossing Lock Bridge",KA-05553,003,220.42645741,"KA-055-003 Bridge 100, Crossing Lock Bridge",5ff5adfb-1512-4157-8a65-aff9675b96d9
-1.649652218954424,51.360746951524419,4374,KA-057-005,"Bridge 103, Wolfhall Bridge",KA-05758,002,312.46404543,"KA-057-005 Bridge 103, Wolfhall Bridge",f6351ef7-5248-45ec-9af8-8275ef4d6b72
-1.700557395214373,51.369465583883546,4375,KA-061-004,Bridge 106 Brimslade Lock Bridge,KA-06148,002,264.07205499,KA-061-004 Bridge 106 Brimslade Lock Bridge,d0139c64-4884-4a05-b330-c80eac3d7862
-1.851898083892934,51.352939600689318,4376,KA-073-009,"Bridge 124, Honey Street Bridge",KA-07370,003,282.56509322,"KA-073-009 Bridge 124, Honey Street Bridge",577e996f-6d5b-49c4-9a10-9fc4d3266b07
-1.872117615836157,51.35712389869839,4377,KA-075-001,"Bridge 126, Englands Bridge",KA-07536,002,315.63294964,"KA-075-001 Bridge 126, Englands Bridge",726b0631-e299-4b2b-861b-8f072ee63c0e
-1.904211998181442,51.362222870174236,4378,KA-077-004,Bridge 129 Allington Swing Footbridge,KA-07775,002,257.50726235,KA-077-004 Bridge 129 Allington Swing Footbridge,66fcdffe-9418-4a1a-bf37-0124af2d1b3b
-2.046681068844462,51.353983674014323,4379,KA-090-005,"Bridge 145, Lower Foxhangers Footbridge",KA-09019,004,199.21388223,"KA-090-005 Bridge 145, Lower Foxhangers Footbridge",b171a3a3-23a1-4b98-81f4-c67a1bde77e7
-2.08026053344103,51.354304755811711,4380,KA-092-004,Bridge 150 Sells Green Swingbridge,KA-09256,002,261.4256336,KA-092-004 Bridge 150 Sells Green Swingbridge,07b949fe-0c96-4045-a14d-d10fba5f0ca6
-1.178536938725637,51.394856574767218,4382,KA-020-002,"O/H/X, Water", ,077,300.07030631,"KA-020-002 O/H/X, Water",6c775565-5c5e-489a-b06a-cc0a547a8583
-1.355238739639623,51.398309050237906,4422,KA-033-007,"Bridge 64A, A34 Bypass", ,003,260.44108567,"KA-033-007 Bridge 64A, A34 Bypass",b736e0b7-b8bf-4c13-84e7-cb11d000cdb6
-2.311953786043999,51.361389214384943,2753,KA-113-001,"Bridge 176, Somerset Coal Lift Bridge",KA-11257A,002,359.63904922,"KA-113-001 Bridge 176, Somerset Coal Lift Bridge",ab8ce580-72cf-4d27-a1a9-0b73ee16af3a
-2.388433049821896,51.381674239357096,2754,KA-124-002,"Bridge 205, Weston Footbridge",KA-12406,046,256.49562641,"KA-124-002 Bridge 205, Weston Footbridge",82b70c17-f321-44c0-8dec-820dd1518d0d
-0.973613062076185,51.446370231401282,2755,KA-002-001,"Bridge 6, Footbridge",KA-00243,004,250.59803735,"KA-002-001 Bridge 6, Footbridge",f24350fa-c5d8-4163-816c-7bd5b1499310
-0.997136556311906,51.435561791763305,2756,KA-004-004,"Bridge 10, Fobney Labyrinth Weir",KA-00549,002,286.26926208,"KA-004-004 Bridge 10, Fobney Labyrinth Weir",85216311-b485-4b54-b591-deb413a97658
-1.003150819359917,51.43585234145155,2757,KA-005-002,"Bridge 12, Milkmaids Footbridge",KA-00599,004,191.13573561,"KA-005-002 Bridge 12, Milkmaids Footbridge",1b047691-6991-4acd-8c23-511d9e691a3d
-1.031245650531988,51.43304017488623,2758,KA-007-002,"Bridge 16, Burghfield Towpath Footbridg",KA-00809,004,192.65010702,"KA-007-002 Bridge 16, Burghfield Towpath Footbridg",5568e46a-c6f0-421e-992b-5df498440952
-1.092558995134664,51.422420410280083,2759,KA-012-002-01,"Bridge 22, Sulhamstead Weir Footbridge",KA-01272A,046,244.46891669,"KA-012-002-01 Bridge 22, Sulhamstead Weir Footbridge",e3f8e2fc-9885-458b-b4c7-a52b736ceaf2
-1.112734642579648,51.413260937242121,2760,KA-014-002,"Bridge 25, Ufton River Bridge",KA-01472,003,245.51508638,"KA-014-002 Bridge 25, Ufton River Bridge",fbe43631-5d16-477f-ba5f-b2d131d02135
-1.179586226673015,51.395171463483791,2761,KA-020-003,"Bridge 32, Woolhampton Lock Footbridge",KA-02065,004,193.48790115,"KA-020-003 Bridge 32, Woolhampton Lock Footbridge",9ba5218f-8453-4b40-96c0-d3e1a4611714
-1.219384933695751,51.392653198879188,2762,KA-023-001,"Bridge 37, Aldershot Weir Footbridge",KA-02356,004,196.92264308,"KA-023-001 Bridge 37, Aldershot Weir Footbridge",eb96fa45-8cb1-45de-b91e-e13186fd2bf3
-1.227059748716118,51.393564752676063,2763,KA-023-009,"Bridge 41, Colthrop Lock Sluice Bridge",KA-02409B,004,358.77796509,"KA-023-009 Bridge 41, Colthrop Lock Sluice Bridge",f440ca8c-48e6-433d-9cbf-b271499b9bea
-1.252238256810489,51.392312581106374,2764,KA-025-004,Bridge 44A (Over Ditch),KA-02585A,002,272.70073463,KA-025-004 Bridge 44A (Over Ditch),d95de70a-225f-4d72-9f96-9e1142af25c9
-1.290926100864669,51.399993717110164,2765,KA-028-003,"Bridge 49, Ham Marsh Weir Footbridge",KA-02876,004,199.62249409,"KA-028-003 Bridge 49, Ham Marsh Weir Footbridge",abdbe461-c531-476d-bf71-6a388cb720c3
-1.311824707958732,51.403203793952265,2766,KA-029-007,"Bridge 54, Greenham Marina Towpath Brid",KA-03023,004,349.74432487,"KA-029-007 Bridge 54, Greenham Marina Towpath Brid",ba1b9069-bccf-433b-be24-444d49bf0a4c
-1.32473428551572,51.40159455363667,2767,KA-030-016,Bridge 61 (Locktail Over River),KA-03150,004,352.31687826,KA-030-016 Bridge 61 (Locktail Over River),fe55802a-07f8-4c51-b0dc-1e00f3c1850a
-1.319538340080843,51.401798059996558,2768,KA-030-010,"Bridge 57, Victoria Park (Over Sluices)",KA-03082,004,222.59428476,"KA-030-010 Bridge 57, Victoria Park (Over Sluices)",daf110e5-ff0d-4f72-98b5-4d2b5afe9d69
-1.380456318160655,51.398033959873977,2769,KA-034-005,"Bridge 67, Hamstead Weir Footbridge",KA-03542,004,209.24070568,"KA-034-005 Bridge 67, Hamstead Weir Footbridge",de771fa6-7e28-44cb-92bf-a953599280df
-1.412221246968737,51.402994635449794,2770,KA-037-005,"Bridge 72, Dreweatts Weir Footbridge",KA-03765,004,190.69594022,"KA-037-005 Bridge 72, Dreweatts Weir Footbridge",03c563d4-436e-4365-8aaa-30cfe3cbf6d9
-1.442699843985488,51.402221297892197,2771,KA-039-002,"Bridge 74, Newmans Bridge",KA-03979,004,181.48762875,"KA-039-002 Bridge 74, Newmans Bridge",75c6e972-d353-4382-b3d0-fb8ed319cd37
-1.83815441071316,51.345210354719882,2772,KA-072-001,"Bridge 122, Woodbrough Fields Bridge",KA-07230,002,275.63138688,"KA-072-001 Bridge 122, Woodbrough Fields Bridge",3f80fa89-cdf9-45a3-8d60-ffe3ba6eb94c
-2.489821160920599,51.418382813866423,2773,KA-136-001,"Bridge 212, Avon Marina Entrance",KA-13362,046,309.24495049,"KA-136-001 Bridge 212, Avon Marina Entrance",458508c0-8e35-4432-bc9f-adc43a49d513
-2.174962147011813,51.345747784321041,2820,KA-099-002,"Bridge 163, Whaddon Lane Bridge",KA-09951,003,271.20005805,"KA-099-002 Bridge 163, Whaddon Lane Bridge",1763fbad-a5f6-4a28-acb8-69c1101d2345
-2.170023163765632,51.345712389798621,2821,KA-099-001,"Bridge 162, Whaddon Grove Bridge",KA-09916,002,271.88056438,"KA-099-001 Bridge 162, Whaddon Grove Bridge",87c38b23-bf9d-4770-a63a-5418d82dcbdc
-2.191583642374521,51.343438075070431,2822,KA-101-001,Bridge 165 Hilperton Marsh Bridge,KA-10070,002,257.67571663,KA-101-001 Bridge 165 Hilperton Marsh Bridge,20283bdf-659b-41ea-bbbb-1ab9ff0d63f8
-2.20483203930385,51.337267193685747,2823,KA-102-008,"Bridge 167, Parson Bridge",KA-10199,003,211.08029465,"KA-102-008 Bridge 167, Parson Bridge",2d529d58-7c60-4538-b2ab-9683be910b89
-2.214676231836439,51.334587341113682,2824,KA-103-001,Bridge 169 Ladydown Bridge,KA-10283,002,307.60574675,KA-103-001 Bridge 169 Ladydown Bridge,7bf778a7-559d-4aa7-b5a1-0a2608d6b460
-2.251086250164037,51.33742024744754,2825,KA-105-002,"Bridge 171, Bradford On Avon",KA-10486,003,332.47167855,"KA-105-002 Bridge 171, Bradford On Avon",44bc3d26-4201-4770-be53-4a036bf3ec06
-2.25204111170035,51.341337689612359,2826,KA-106-010,Bridge 172 Bradford On Avon Bridge,KA-10594,003,324.56812991,KA-106-010 Bridge 172 Bradford On Avon Bridge,b907ff99-7e50-4e57-bf90-3c3f6867a877
-2.266085456395591,51.342103491959939,2827,KA-107-001,"Bridge 173, Bradford On Avon Swingbridg",KA-10696,002,225.11831097,"KA-107-001 Bridge 173, Bradford On Avon Swingbridg",b5f81d5d-1bfe-4064-aed8-a50dcd582895
-2.291570194780435,51.340597999098442,2828,KA-109-001,Bridge 174 Winsley Bridge,KA-10913,002,345.50186386,KA-109-001 Bridge 174 Winsley Bridge,7528b291-5920-497f-921e-561e9166dce1
-2.311786338278406,51.349900179487506,2829,KA-111-003,"Bridge 175, Limpley Stoke Bridge",KA-11113,003,192.50630235,"KA-111-003 Bridge 175, Limpley Stoke Bridge",18a2d0be-7de1-4740-9d8e-006bc14b5928
-2.30710575542374,51.367715899632415,2830,KA-113-009,Bridge 178 Millbrook Swingbridge,KA-11336,002,195.58666875,KA-113-009 Bridge 178 Millbrook Swingbridge,fad37569-72a6-4038-9c45-629e5fe4fbfd
-2.306678141178805,51.381000378306048,2831,KA-115-004,"Bridge 181, Hardings Bridge",KA-11511,002,297.4406602,"KA-115-004 Bridge 181, Hardings Bridge",5441d2e0-bc48-42de-8f78-4b9137f7eb83
-2.320871077103534,51.39675282339072,2832,KA-117-011,"Bridge 183, Bathampton Road",KA-11758,003,245.88343038,"KA-117-011 Bridge 183, Bathampton Road",2f700434-8e9c-481b-9dec-09d44855392f
-2.332699156720284,51.394254671216451,2833,KA-118-003,"Bridge 184, Candys Bridge",KA-11845,002,239.35619151,"KA-118-003 Bridge 184, Candys Bridge",9d39d177-5d2c-419c-a6ba-1995f05ab4bf
-2.341153469557081,51.391640132313064,2834,KA-119-001,"Bridge 185, Folly Footbridge",KA-11909,004,335.12866362,"KA-119-001 Bridge 185, Folly Footbridge",300d57cf-e535-4fb1-9f98-3dbdfde6c20c
-2.348134634261135,51.386821420633325,2835,KA-120-002,Bridge 186 Sydney Gardens Iron Footbridg,KA-11981,046,358.10549033,KA-120-002 Bridge 186 Sydney Gardens Iron Footbridg,c37bb4f6-9502-4987-b20a-d40c53a04ef7
-2.348108095332718,51.386363729383739,2836,KA-120-003,"Bridge 187, Sydney Gardens Footbridge",KA-11984,046,358.10549033,"KA-120-003 Bridge 187, Sydney Gardens Footbridge",b524ae84-e769-4969-9038-6c79926d7227
-2.358382284442345,51.377254558690659,2837,KA-121-018,"Bridge 196, Skew Railway Bridge",KA-12166,129,284.33035698,"KA-121-018 Bridge 196, Skew Railway Bridge",175ca375-917c-40ad-b451-d3f4b448b736
-2.349422376407444,51.378753204344846,2838,KA-121-008,"Bridge 190, Horse Shoe Walk Bridge",KA-12082,003,222.06948173,"KA-121-008 Bridge 190, Horse Shoe Walk Bridge",b9cdc5fd-b15f-454c-9a2d-8ea21520734a
