247,51.35306732,-2.041964526,"Lock 25, Devizes Lock"
0,51.35408305,-2.050923277,90
215,51.35280606,-2.04027394,"Lock 26, Devizes Lock"
252,51.35251254,-2.037959291,"Lock 27, Marsh Lane Lock"
188,51.35224585,-2.026529339,"Lock 35, Devizes Lock"
255,51.35217128,-2.034574018,"Lock 28, Devizes Lock"
182,51.35221892,-2.027468471,"Lock 34, Devizes Lock"
181,51.35218597,-2.028417415,"Lock 33, Lloyds Lock"
193,51.35210676,-2.031275123,"Lock 30, Devizes Lock"
212,51.35207661,-2.032202834,"Lock 29, Devizes Lock"
214,51.35215944,-2.029349066,"Lock 32, Devizes Lock"
251,51.35213678,-2.030351862,"Lock 31, Devizes Lock"
0,51.35220382,-2.034903484,89
181,51.35262627,-2.012878956,"Lock 46, A P Herbert Lock"
186,51.35255282,-2.015463837,"Lock 45, Cave Lock"
161,51.35248026,-2.017997884,"Lock 44, Sir Hugh Stockwell"
159,51.35246579,-2.019049758,"Lock 43, Queen Elizabeth Lock"
157,51.35242711,-2.019985739,"Lock 42, Monument Lock"
238,51.35239882,-2.020942525,"Lock 41, Devizes Lock"
154,51.35237286,-2.021872126,"Lock 40, Devizes Lock"
167,51.35234722,-2.022820022,"Lock 39, Devizes Lock"
177,51.35232211,-2.023737931,"Lock 38, Devizes Lock"
147,51.35230276,-2.024665788,"Lock 37, Devizes Lock"
179,51.35227195,-2.02559336,"Lock 36, Devizes Lock"
0,51.3524711,-2.018237549,88
230,51.35449965,-2.000592178,"Lock 50, Kennet Lock (Top Lock)"
142,51.35350434,-2.004645069,"Lock 49, Maton Lock"
225,51.35308773,-2.007431105,"Lock 48, Trust Lock"
231,51.35275219,-2.010283187,"Lock 47, Manifold Lock"
0,51.35328671,-2.00741474,87
0,51.35506443,-1.991898104,86
0,51.35896973,-1.977474711,85
0,51.36161871,-1.963314131,84
0,51.36370969,-1.956311722,83
0,51.36937771,-1.943678106,82
0,51.37341321,-1.938866305,81
0,51.36992928,-1.924874374,80
0,51.36359683,-1.921817644,79
0,51.36099284,-1.911085606,78
0,51.36182392,-1.900095048,77
0,51.35954602,-1.89076411,76
0,51.3571239,-1.872117616,75
0,51.35326091,-1.867149036,74
0,51.35175781,-1.848286941,73
0,51.34626481,-1.841335612,72
0,51.34544477,-1.827077249,71
0,51.34432286,-1.816115303,70
0,51.34960974,-1.803153415,69
0,51.35207591,-1.788984364,68
0,51.34877593,-1.775324573,67
0,51.34942859,-1.765139159,66
0,51.3545415,-1.747952648,65
0,51.35772432,-1.737061248,64
0,51.3611277,-1.723172361,63
102,51.3673882,-1.711385086,"Lock 52, Heathy Close Lock"
212,51.3652028,-1.716186709,"Lock 51, Wootton Rivers"
0,51.36477187,-1.71646879,62
207,51.36960222,-1.696770117,"Lock 54, Cadley Lock"
147,51.36948519,-1.700246266,"Lock 53, Brimslade Lock 53"
0,51.36953188,-1.698838121,61
0,51.36978948,-1.68897849,60
0,51.37004707,-1.679118858,59
0,51.3645552,-1.661641663,58
96,51.35906333,-1.644164467,"Lock 55, Crofton Top Lock"
0,51.35968362,-1.646214846,57
186,51.35883583,-1.640280117,"Lock 56, Crofton Lock"
179,51.35835154,-1.635801835,"Lock 57, Crofton Lock"
85,51.35757421,-1.631517961,"Lock 58, Crofton Lock"
0,51.36062369,-1.622144314,56
85,51.35951082,-1.623887024,"Lock 60, Crofton Lock"
208,51.36733181,-1.611340472,"Lock 59, Crofton Lock"
189,51.36477748,-1.615598886,"Lock 61, Crossing Lock"
0,51.36679156,-1.612384476,55
144,51.37555521,-1.601740845,"Lock 63, Beech Grove Lock"
175,51.37366371,-1.603352328,"Lock 62, Longmans Cottage"
0,51.382378,-1.594224733,54
169,51.37852755,-1.598612338,"Lock 64, Church Lock"
0,51.3876092,-1.586799741,53
68,51.38981193,-1.585229121,"Lock 65, Burnt Mill Lock"
0,51.39201465,-1.583658501,52
49,51.39424637,-1.580374838,Lock 66
0,51.40496228,-1.568535516,51
165,51.40259538,-1.570970336,"Lock 67, Little Bedwyn Lock"
0,51.40354524,-1.569874515,50
45,51.40742402,-1.565490215,"Lock 69, Froxfield Top Lock"
194,51.40822834,-1.562552619,"Lock 68, Oakhill Down Lock"
0,51.41100133,-1.548164056,49
195,51.41194203,-1.543902688,"Lock 70, Froxfield Bottom Lock"
0,51.41407403,-1.539284087,48
164,51.41428762,-1.537260925,"Lock 71, Picketsfield"
0,51.4163752,-1.521926537,47
159,51.41623343,-1.512888073,"Lock 73, Hungerford Marsh Lock"
197,51.41170308,-1.496024933,"Lock 72, Cobblers Lock"
0,51.41171267,-1.496473591,46
193,51.41041894,-1.479944683,"Lock 74, Hungerford Lock"
0,51.41026972,-1.47906429,45
0,51.40590724,-1.467544155,44
147,51.40731243,-1.470584572,"Lock 75, Dunmill Lock"
0,51.4019869,-1.4538514,43
192,51.40211479,-1.446881657,"Lock 76, Wire Lock"
0,51.40217561,-1.444656298,42
98,51.4020931,-1.428510279,"Lock 77, Brunsden Lock"
0,51.41485718,-1.532293549,41
0,51.40283286,-1.411592814,40
135,51.41683084,-1.517832363,"Lock 78, Kintbury Lock"
0,51.40282744,-1.41145106,39
0,51.40084162,-1.401805659,38
148,51.40088479,-1.398768158,"Lock 79, Dreweatts Lock"
0,51.40087214,-1.392769892,37
51,51.40087126,-1.392446073,"Lock 80, Copse Lock"
0,51.39639936,-1.369984745,36
95,51.39720125,-1.37468065,"Lock 81, Hamstead Lock"
0,51.39803578,-1.357841021,35
148,51.39763571,-1.358419651,"Lock 82, Benham Lock"
0,51.39941364,-1.347423368,34
204,51.39945495,-1.347129255,"Lock 83, Higgs Lock"
0,51.40107856,-1.329344199,33
196,51.40149033,-1.325290371,"Lock 84, Guyers Lock"
0,51.40192653,-1.319670638,32
0,51.40302955,-1.312256276,31
60,51.40220023,-1.301137094,"Lock 85, Newbury Lock"
0,51.40265073,-1.306437973,30
201,51.39994128,-1.292598806,"Lock 86, Greenham Lock"
198,51.39714998,-1.285133279,"Lock 87, Ham Lock"
0,51.39601752,-1.28209783,29
0,51.39326515,-1.271354838,28
149,51.39294031,-1.259624698,"Lock 88, Bulls Lock"
0,51.39261547,-1.247894558,27
193,51.39256853,-1.249269102,"Lock 89, Widmead Lock"
0,51.39361185,-1.237707294,26
53,51.39365614,-1.226686862,"Lock 90, Monkey Marsh Lock"
0,51.39339233,-1.223908676,25
0,51.39281423,-1.21004408,24
193,51.39288012,-1.210322317,"Lock 91, Colthrop Lock"
0,51.39331121,-1.193851166,23
102,51.39323486,-1.194424459,"Lock 92, Midgham Lock"
0,51.39535335,-1.180175327,22
149,51.39493341,-1.180050464,"Lock 93, Heales Lock"
0,51.39432982,-1.166397232,21
192,51.39577537,-1.152547148,"Lock 94, Woolhampton Lock"
0,51.40003572,-1.139696286,20
0,51.4006881,-1.130327518,19
0,51.40019997,-1.137448573,18
0,51.40045624,-1.13303204,17
151,51.40779455,-1.124474124,"Lock 96, Padworth Middle Lock"
51,51.40560061,-1.125243126,"Lock 95, Aldermaston Lock"
0,51.41335571,-1.113289571,16
8,51.41334489,-1.112881286,"Lock 97, Towney Lock"
0,51.41853117,-1.1005824,15
192,51.41826831,-1.100938479,"Lock 98, Ufton Lock"
0,51.42283744,-1.090951955,14
162,51.424673,-1.084869881,"Lock 99, Tyle Mill Lock"
0,51.42598233,-1.074844144,13
0,51.43089692,-1.068745227,12
144,51.43077177,-1.067690007,"Lock 100, Sulhamstead Lock"
0,51.35760009,-1.631843652,11
152,51.43193016,-1.058001176,"Lock 101, Sheffield Lock"
0,51.43381059,-1.053620747,10
147,51.43415491,-1.049066496,"Lock 102, Garston Lock"
0,51.3574996,-1.628038722,9
0,51.43318802,-1.032383864,8
0,51.35864136,-1.624858017,"Lock 103, Burghfield Lock"
0,51.43266124,-1.0297997,7
0,51.43198286,-1.02116082,6
192,51.43599079,-1.004529499,"Lock 104, Southcote Lock"
0,51.43618595,-1.002149831,5
52,51.43444552,-0.98625942,"Lock 105, Fobney Lock"
0,51.43496975,-0.991531607,4
0,51.43577747,-0.97690565,3
0,51.44354932,-0.974400111,2
96,51.45114277,-0.973639128,"Lock 106, County Lock"
0,51.45610187,-0.954543498,"Lock 107, Blakes Lock"
0,51.45129772,-0.972180655,1
0,,,0
