OBJECTID,SAP_FUNC_LOC,SAP_DESCRIPTION,SAP_OBJECT_TYPE,FL_DESC,Shape__Length,GlobalID
25,KA-058-003,Bruce Tunnel,015,KA-058-003 Bruce Tunnel,0.00617239510645534,654b1351-5865-4cc3-9249-e4a0ee0d6834
26,KA-120-019,Bath No.1 Tunnel,015,KA-120-019 Bath No.1 Tunnel,0.000462378598094057,c25ea719-a9b8-479d-b840-6ae05c80d18e
27,KA-120-018,Bath No.2 Tunnel,015,KA-120-018 Bath No.2 Tunnel,0.000496472583549638,7f117a85-af19-4641-8ae6-b21ae09f1da6
